OrderID;CustomerID;EmployeeID;OrderDate;RequiredDate;ShippedDate;ShipVia;Freight;ShipName;ShipAddress;ShipCity;ShipRegion;ShipPostalCode;ShipCountry
10543;BLONP;3;21/05/1997 00:00:00;18/06/1997 00:00:00;23/05/1997 00:00:00;2;48,1700;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela
10544;BLONP;3;21/05/1997 00:00:00;18/06/1997 00:00:00;30/05/1997 00:00:00;1;24,9100;Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;USA
10545;BLONP;3;22/05/1997 00:00:00;19/06/1997 00:00:00;26/06/1997 00:00:00;2;11,9200;Lazy K Kountry Store;12 Orchestra Terrace;Walla Walla;WA;99362;USA
10546;BLONP;3;23/05/1997 00:00:00;20/06/1997 00:00:00;27/05/1997 00:00:00;3;194,7200;Victuailles en stock;2, rue du Commerce;Lyon;;69004;France
10547;BLONP;3;23/05/1997 00:00:00;20/06/1997 00:00:00;02/06/1997 00:00:00;2;178,4300;Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;UK
10548;BLONP;1;26/05/1997 00:00:00;23/06/1997 00:00:00;02/06/1997 00:00:00;2;1,4300;Toms Spezialitäten;Luisenstr. 48;Münster;;44087;Germany
10549;BLONP;3;27/05/1997 00:00:00;10/06/1997 00:00:00;30/05/1997 00:00:00;1;171,2400;QUICK-Stop;Taucherstraße 10;Cunewalde;;01307;Germany
10550;BLONP;1;28/05/1997 00:00:00;25/06/1997 00:00:00;06/06/1997 00:00:00;3;4,3200;Godos Cocina Típica;C/ Romero, 33;Sevilla;;41101;Spain
10551;BLONP;3;28/05/1997 00:00:00;09/07/1997 00:00:00;06/06/1997 00:00:00;3;72,9500;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;1675;Portugal
10552;BLONP;3;29/05/1997 00:00:00;26/06/1997 00:00:00;05/06/1997 00:00:00;1;83,2200;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
10553;BLONP;3;30/05/1997 00:00:00;27/06/1997 00:00:00;03/06/1997 00:00:00;2;149,4900;Wartian Herkku;Torikatu 38;Oulu;;90110;Finland
10554;BLONP;3;30/05/1997 00:00:00;27/06/1997 00:00:00;05/06/1997 00:00:00;3;120,9700;Ottilies Käseladen;Mehrheimerstr. 369;Köln;;50739;Germany
10555;BLONP;3;02/06/1997 00:00:00;30/06/1997 00:00:00;04/06/1997 00:00:00;3;252,4900;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
10556;BLONP;1;03/06/1997 00:00:00;15/07/1997 00:00:00;13/06/1997 00:00:00;1;9,8000;Simons bistro;Vinbæltet 34;Kobenhavn;;1734;Denmark
10557;BLONP;3;03/06/1997 00:00:00;17/06/1997 00:00:00;06/06/1997 00:00:00;2;96,7200;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany
10558;BLONP;3;04/06/1997 00:00:00;02/07/1997 00:00:00;10/06/1997 00:00:00;2;72,9700;Around the Horn;Brook Farm Stratford St. Mary;Colchester;Essex;CO7 6JX;UK
10559;BLONP;1;05/06/1997 00:00:00;03/07/1997 00:00:00;13/06/1997 00:00:00;1;8,0500;Blondel père et fils;24, place Kléber;Strasbourg;;67000;France
10560;BLONP;3;06/06/1997 00:00:00;04/07/1997 00:00:00;09/06/1997 00:00:00;1;36,6500;Frankenversand;Berliner Platz 43;München;;80805;Germany
10561;BLONP;3;06/06/1997 00:00:00;04/07/1997 00:00:00;09/06/1997 00:00:00;2;242,2100;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Sweden
10562;BLONP;3;09/06/1997 00:00:00;07/07/1997 00:00:00;12/06/1997 00:00:00;1;22,9500;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;42100;Italy
10563;DRACD;3;10/06/1997 00:00:00;22/07/1997 00:00:00;24/06/1997 00:00:00;2;60,4300;Ricardo Adocicados;Av. Copacabana, 267;Rio de Janeiro;RJ;02389-890;Brazil
10564;PICCO;3;10/06/1997 00:00:00;08/07/1997 00:00:00;16/06/1997 00:00:00;3;13,7500;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA
10565;DRACD;1;11/06/1997 00:00:00;09/07/1997 00:00:00;18/06/1997 00:00:00;2;7,1500;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
10566;BLONP;3;12/06/1997 00:00:00;10/07/1997 00:00:00;18/06/1997 00:00:00;1;88,4000;Blondel père et fils;24, place Kléber;Strasbourg;;67000;France
10567;FISSA;3;12/06/1997 00:00:00;10/07/1997 00:00:00;17/06/1997 00:00:00;1;33,9700;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland
10568;BLONP;1;13/06/1997 00:00:00;11/07/1997 00:00:00;09/07/1997 00:00:00;3;6,5400;Galería del gastronómo;Rambla de Cataluña, 23;Barcelona;;8022;Spain
10569;PICCO;3;16/06/1997 00:00:00;14/07/1997 00:00:00;11/07/1997 00:00:00;1;58,9800;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA
10570;DRACD;3;17/06/1997 00:00:00;15/07/1997 00:00:00;19/06/1997 00:00:00;3;188,9900;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
10571;BLONP;3;17/06/1997 00:00:00;29/07/1997 00:00:00;04/07/1997 00:00:00;3;26,0600;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
10572;BLONP;3;18/06/1997 00:00:00;16/07/1997 00:00:00;25/06/1997 00:00:00;2;116,4300;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Sweden
10573;BLONP;3;19/06/1997 00:00:00;17/07/1997 00:00:00;20/06/1997 00:00:00;3;84,8400;Antonio Moreno Taquería;Mataderos  2312;México D.F.;;05023;Mexico
10574;BLONP;3;19/06/1997 00:00:00;17/07/1997 00:00:00;30/06/1997 00:00:00;2;37,6000;Trail's Head Gourmet Provisioners;722 DaVinci Blvd.;Kirkland;WA;98034;USA
10575;BLONP;3;20/06/1997 00:00:00;04/07/1997 00:00:00;30/06/1997 00:00:00;1;127,3400;Morgenstern Gesundkost;Heerstr. 22;Leipzig;;04179;Germany
10576;BLONP;3;23/06/1997 00:00:00;07/07/1997 00:00:00;30/06/1997 00:00:00;3;18,5600;Tortuga Restaurante;Avda. Azteca 123;México D.F.;;05033;Mexico
10577;BLONP;3;23/06/1997 00:00:00;04/08/1997 00:00:00;30/06/1997 00:00:00;2;25,4100;Trail's Head Gourmet Provisioners;722 DaVinci Blvd.;Kirkland;WA;98034;USA
10578;BLONP;3;24/06/1997 00:00:00;22/07/1997 00:00:00;25/07/1997 00:00:00;3;29,6000;B's Beverages;Fauntleroy Circus;London;;EC2 5NT;UK
10579;BLONP;3;25/06/1997 00:00:00;23/07/1997 00:00:00;04/07/1997 00:00:00;2;13,7300;Let's Stop N Shop;87 Polk St. Suite 5;San Francisco;CA;94117;USA
10580;BLONP;3;26/06/1997 00:00:00;24/07/1997 00:00:00;01/07/1997 00:00:00;3;75,8900;Ottilies Käseladen;Mehrheimerstr. 369;Köln;;50739;Germany
10581;DRACD;1;26/06/1997 00:00:00;24/07/1997 00:00:00;02/07/1997 00:00:00;1;3,0100;Familia Arquibaldo;Rua Orós, 92;Sao Paulo;SP;05442-030;Brazil
10582;BLONP;3;27/06/1997 00:00:00;25/07/1997 00:00:00;14/07/1997 00:00:00;2;27,7100;Blauer See Delikatessen;Forsterstr. 57;Mannheim;;68306;Germany
10583;BLONP;1;30/06/1997 00:00:00;28/07/1997 00:00:00;04/07/1997 00:00:00;2;7,2800;Wartian Herkku;Torikatu 38;Oulu;;90110;Finland
10584;BLONP;3;30/06/1997 00:00:00;28/07/1997 00:00:00;04/07/1997 00:00:00;1;59,1400;Blondel père et fils;24, place Kléber;Strasbourg;;67000;France
10585;DRACD;3;01/07/1997 00:00:00;29/07/1997 00:00:00;10/07/1997 00:00:00;1;13,4100;Wellington Importadora;Rua do Mercado, 12;Resende;SP;08737-363;Brazil
10586;ANTON;1;02/07/1997 00:00:00;30/07/1997 00:00:00;09/07/1997 00:00:00;1;0,4800;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;42100;Italy
10587;DRACD;3;02/07/1997 00:00:00;30/07/1997 00:00:00;09/07/1997 00:00:00;1;62,5200;Que Delícia;Rua da Panificadora, 12;Rio de Janeiro;RJ;02389-673;Brazil
10588;BLONP;3;03/07/1997 00:00:00;31/07/1997 00:00:00;10/07/1997 00:00:00;3;194,6700;QUICK-Stop;Taucherstraße 10;Cunewalde;;01307;Germany
10589;BLONP;1;04/07/1997 00:00:00;01/08/1997 00:00:00;14/07/1997 00:00:00;2;4,4200;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;USA
10590;DRACD;3;07/07/1997 00:00:00;04/08/1997 00:00:00;14/07/1997 00:00:00;3;44,7700;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
10591;BLONP;3;07/07/1997 00:00:00;21/07/1997 00:00:00;16/07/1997 00:00:00;1;55,9200;Vaffeljernet;Smagsloget 45;Århus;;8200;Denmark
10592;BLONP;3;08/07/1997 00:00:00;05/08/1997 00:00:00;16/07/1997 00:00:00;1;32,1000;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany
10593;BLONP;3;09/07/1997 00:00:00;06/08/1997 00:00:00;13/08/1997 00:00:00;2;174,2000;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany
10594;PICCO;1;09/07/1997 00:00:00;06/08/1997 00:00:00;16/07/1997 00:00:00;2;5,2400;Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;USA
10595;BLONP;3;10/07/1997 00:00:00;07/08/1997 00:00:00;14/07/1997 00:00:00;1;96,7800;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
10596;BLONP;3;11/07/1997 00:00:00;08/08/1997 00:00:00;12/08/1997 00:00:00;1;16,3400;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;USA
10597;BLONP;3;11/07/1997 00:00:00;08/08/1997 00:00:00;18/07/1997 00:00:00;3;35,1200;Piccolo und mehr;Geislweg 14;Salzburg;;5020;Austria
10598;PICCO;3;14/07/1997 00:00:00;11/08/1997 00:00:00;18/07/1997 00:00:00;3;44,4200;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA
10599;BLONP;3;15/07/1997 00:00:00;26/08/1997 00:00:00;21/07/1997 00:00:00;3;29,9800;B's Beverages;Fauntleroy Circus;London;;EC2 5NT;UK
10600;BLONP;3;16/07/1997 00:00:00;13/08/1997 00:00:00;21/07/1997 00:00:00;1;45,1300;Hungry Coyote Import Store;City Center Plaza 516 Main St.;Elgin;OR;97827;USA
10601;BLONP;3;16/07/1997 00:00:00;27/08/1997 00:00:00;22/07/1997 00:00:00;1;58,3000;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
10602;BLONP;1;17/07/1997 00:00:00;14/08/1997 00:00:00;22/07/1997 00:00:00;2;2,9200;Vaffeljernet;Smagsloget 45;Århus;;8200;Denmark
10603;BLONP;3;18/07/1997 00:00:00;15/08/1997 00:00:00;08/08/1997 00:00:00;2;48,7700;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
10604;BLONP;1;18/07/1997 00:00:00;15/08/1997 00:00:00;29/07/1997 00:00:00;1;7,4600;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;1675;Portugal
10605;DRACD;3;21/07/1997 00:00:00;18/08/1997 00:00:00;29/07/1997 00:00:00;2;379,1300;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
10606;DRACD;3;22/07/1997 00:00:00;19/08/1997 00:00:00;31/07/1997 00:00:00;3;79,4000;Tradiçao Hipermercados;Av. Inês de Castro, 414;Sao Paulo;SP;05634-030;Brazil
10607;BLONP;3;22/07/1997 00:00:00;19/08/1997 00:00:00;25/07/1997 00:00:00;1;200,2400;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
10608;BLONP;3;23/07/1997 00:00:00;20/08/1997 00:00:00;01/08/1997 00:00:00;2;27,7900;Toms Spezialitäten;Luisenstr. 48;Münster;;44087;Germany
10609;BLONP;1;24/07/1997 00:00:00;21/08/1997 00:00:00;30/07/1997 00:00:00;2;1,8500;Du monde entier;67, rue des Cinquante Otages;Nantes;;44000;France
10610;FISSA;3;25/07/1997 00:00:00;22/08/1997 00:00:00;06/08/1997 00:00:00;1;26,7800;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;France
10611;FISSA;3;25/07/1997 00:00:00;22/08/1997 00:00:00;01/08/1997 00:00:00;2;80,6500;Wolski Zajazd;ul. Filtrowa 68;Warszawa;;01-012;Poland
10612;BLONP;3;28/07/1997 00:00:00;25/08/1997 00:00:00;01/08/1997 00:00:00;2;544,0800;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
10613;BLONP;1;29/07/1997 00:00:00;26/08/1997 00:00:00;01/08/1997 00:00:00;2;8,1100;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
10614;BLONP;1;29/07/1997 00:00:00;26/08/1997 00:00:00;01/08/1997 00:00:00;3;1,9300;Blauer See Delikatessen;Forsterstr. 57;Mannheim;;68306;Germany
10615;BLONP;1;30/07/1997 00:00:00;27/08/1997 00:00:00;06/08/1997 00:00:00;3;0,7500;Wilman Kala;Keskuskatu 45;Helsinki;;21240;Finland
10616;BLONP;3;31/07/1997 00:00:00;28/08/1997 00:00:00;05/08/1997 00:00:00;2;116,5300;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;USA
10617;BLONP;3;31/07/1997 00:00:00;28/08/1997 00:00:00;04/08/1997 00:00:00;2;18,5300;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;USA
10618;DRACD;3;01/08/1997 00:00:00;12/09/1997 00:00:00;08/08/1997 00:00:00;1;154,6800;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
10619;DRACD;3;04/08/1997 00:00:00;01/09/1997 00:00:00;07/08/1997 00:00:00;3;91,0500;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
10620;BLONP;1;05/08/1997 00:00:00;02/09/1997 00:00:00;14/08/1997 00:00:00;3;0,9400;Laughing Bacchus Wine Cellars;2319 Elm St.;Vancouver;BC;V3F 2K1;Canada
10621;BLONP;3;05/08/1997 00:00:00;02/09/1997 00:00:00;11/08/1997 00:00:00;2;23,7300;Island Trading;Garden House Crowther Way;Cowes;Isle of Wight;PO31 7PJ;UK
10622;DRACD;3;06/08/1997 00:00:00;03/09/1997 00:00:00;11/08/1997 00:00:00;3;50,9700;Ricardo Adocicados;Av. Copacabana, 267;Rio de Janeiro;RJ;02389-890;Brazil
10623;BLONP;3;07/08/1997 00:00:00;04/09/1997 00:00:00;12/08/1997 00:00:00;2;97,1800;Frankenversand;Berliner Platz 43;München;;80805;Germany
10624;BLONP;3;07/08/1997 00:00:00;04/09/1997 00:00:00;19/08/1997 00:00:00;2;94,8000;The Cracker Box;55 Grizzly Peak Rd.;Butte;MT;59801;USA
10625;BLONP;3;08/08/1997 00:00:00;05/09/1997 00:00:00;14/08/1997 00:00:00;1;43,9000;Ana Trujillo Emparedados y helados;Avda. de la Constitución 2222;México D.F.;;05021;Mexico
10626;BLONP;3;11/08/1997 00:00:00;08/09/1997 00:00:00;20/08/1997 00:00:00;2;138,6900;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Sweden
10627;BLONP;3;11/08/1997 00:00:00;22/09/1997 00:00:00;21/08/1997 00:00:00;3;107,4600;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
10628;BLONP;3;12/08/1997 00:00:00;09/09/1997 00:00:00;20/08/1997 00:00:00;3;30,3600;Blondel père et fils;24, place Kléber;Strasbourg;;67000;France
10629;BLONP;3;12/08/1997 00:00:00;09/09/1997 00:00:00;20/08/1997 00:00:00;3;85,4600;Godos Cocina Típica;C/ Romero, 33;Sevilla;;41101;Spain
10630;BLONP;3;13/08/1997 00:00:00;10/09/1997 00:00:00;19/08/1997 00:00:00;2;32,3500;Königlich Essen;Maubelstr. 90;Brandenburg;;14776;Germany
10631;FISSA;1;14/08/1997 00:00:00;11/09/1997 00:00:00;15/08/1997 00:00:00;1;0,8700;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;France
10632;BLONP;3;14/08/1997 00:00:00;11/09/1997 00:00:00;19/08/1997 00:00:00;1;41,3800;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany
10633;BLONP;3;15/08/1997 00:00:00;12/09/1997 00:00:00;18/08/1997 00:00:00;3;477,9000;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
10634;BLONP;3;15/08/1997 00:00:00;12/09/1997 00:00:00;21/08/1997 00:00:00;3;487,3800;Folies gourmandes;184, chaussée de Tournai;Lille;;59000;France
10635;BLONP;3;18/08/1997 00:00:00;15/09/1997 00:00:00;21/08/1997 00:00:00;3;47,4600;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bergamo;;24100;Italy
10636;BLONP;1;19/08/1997 00:00:00;16/09/1997 00:00:00;26/08/1997 00:00:00;1;1,1500;Wartian Herkku;Torikatu 38;Oulu;;90110;Finland
10637;DRACD;3;19/08/1997 00:00:00;16/09/1997 00:00:00;26/08/1997 00:00:00;1;201,2900;Queen Cozinha;Alameda dos Canàrios, 891;Sao Paulo;SP;05487-020;Brazil
10638;BLONP;3;20/08/1997 00:00:00;17/09/1997 00:00:00;01/09/1997 00:00:00;1;158,4400;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela
10639;BLONP;3;20/08/1997 00:00:00;17/09/1997 00:00:00;27/08/1997 00:00:00;3;38,6400;Santé Gourmet;Erling Skakkes gate 78;Stavern;;4110;Norway
10640;BLONP;3;21/08/1997 00:00:00;18/09/1997 00:00:00;28/08/1997 00:00:00;1;23,5500;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany
10641;BLONP;3;22/08/1997 00:00:00;19/09/1997 00:00:00;26/08/1997 00:00:00;2;179,6100;HILARION-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
10642;BLONP;3;22/08/1997 00:00:00;19/09/1997 00:00:00;05/09/1997 00:00:00;3;41,8900;Simons bistro;Vinbæltet 34;Kobenhavn;;1734;Denmark
10643;BLONP;3;25/08/1997 00:00:00;22/09/1997 00:00:00;02/09/1997 00:00:00;1;29,4600;Alfreds Futterkiste;Obere Str. 57;Berlin;;12209;Germany
10644;ANTON;1;25/08/1997 00:00:00;22/09/1997 00:00:00;01/09/1997 00:00:00;2;0,1400;Wellington Importadora;Rua do Mercado, 12;Resende;SP;08737-363;Brazil
10645;DRACD;3;26/08/1997 00:00:00;23/09/1997 00:00:00;02/09/1997 00:00:00;1;12,4100;Hanari Carnes;Rua do Paço, 67;Rio de Janeiro;RJ;05454-876;Brazil
10646;FISSA;3;27/08/1997 00:00:00;08/10/1997 00:00:00;03/09/1997 00:00:00;3;142,3300;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland
10647;DRACD;3;27/08/1997 00:00:00;10/09/1997 00:00:00;03/09/1997 00:00:00;2;45,5400;Que Delícia;Rua da Panificadora, 12;Rio de Janeiro;RJ;02389-673;Brazil
10648;DRACD;3;28/08/1997 00:00:00;09/10/1997 00:00:00;09/09/1997 00:00:00;2;14,2500;Ricardo Adocicados;Av. Copacabana, 267;Rio de Janeiro;RJ;02389-890;Brazil
10649;BLONP;1;28/08/1997 00:00:00;25/09/1997 00:00:00;29/08/1997 00:00:00;3;6,2000;Maison Dewey;Rue Joseph-Bens 532;Bruxelles;;B-1180;Belgium
10650;BLONP;3;29/08/1997 00:00:00;26/09/1997 00:00:00;03/09/1997 00:00:00;3;176,8100;Familia Arquibaldo;Rua Orós, 92;Sao Paulo;SP;05442-030;Brazil
10651;BLONP;3;01/09/1997 00:00:00;29/09/1997 00:00:00;11/09/1997 00:00:00;2;20,6000;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany
10652;BLONP;1;01/09/1997 00:00:00;29/09/1997 00:00:00;08/09/1997 00:00:00;2;7,1400;Gourmet Lanchonetes;Av. Brasil, 442;Campinas;SP;04876-786;Brazil
10653;BLONP;3;02/09/1997 00:00:00;30/09/1997 00:00:00;19/09/1997 00:00:00;1;93,2500;Frankenversand;Berliner Platz 43;München;;80805;Germany
10654;BLONP;3;02/09/1997 00:00:00;30/09/1997 00:00:00;11/09/1997 00:00:00;1;55,2600;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Sweden
10655;BLONP;1;03/09/1997 00:00:00;01/10/1997 00:00:00;11/09/1997 00:00:00;2;4,4100;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;42100;Italy
10656;BLONP;3;04/09/1997 00:00:00;02/10/1997 00:00:00;10/09/1997 00:00:00;1;57,1500;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;USA
10657;BLONP;3;04/09/1997 00:00:00;02/10/1997 00:00:00;15/09/1997 00:00:00;2;352,6900;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
10658;BLONP;3;05/09/1997 00:00:00;03/10/1997 00:00:00;08/09/1997 00:00:00;1;364,1500;QUICK-Stop;Taucherstraße 10;Cunewalde;;01307;Germany
10659;BLONP;3;05/09/1997 00:00:00;03/10/1997 00:00:00;10/09/1997 00:00:00;2;105,8100;Queen Cozinha;Alameda dos Canàrios, 891;Sao Paulo;SP;05487-020;Brazil
10660;BLONP;3;08/09/1997 00:00:00;06/10/1997 00:00:00;15/10/1997 00:00:00;1;111,2900;Hungry Coyote Import Store;City Center Plaza 516 Main St.;Elgin;OR;97827;USA
10661;FISSA;3;09/09/1997 00:00:00;07/10/1997 00:00:00;15/09/1997 00:00:00;3;17,5500;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland
10662;BLONP;1;09/09/1997 00:00:00;07/10/1997 00:00:00;18/09/1997 00:00:00;2;1,2800;Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;USA
10663;BLONP;3;10/09/1997 00:00:00;24/09/1997 00:00:00;03/10/1997 00:00:00;2;113,1500;Bon app';12, rue des Bouchers;Marseille;;13008;France
10664;BLONP;1;10/09/1997 00:00:00;08/10/1997 00:00:00;19/09/1997 00:00:00;3;1,2700;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;1675;Portugal
10665;BLONP;3;11/09/1997 00:00:00;09/10/1997 00:00:00;17/09/1997 00:00:00;2;26,3100;Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;USA
10666;BLONP;3;12/09/1997 00:00:00;10/10/1997 00:00:00;22/09/1997 00:00:00;2;232,4200;Richter Supermarkt;Starenweg 5;Genève;;1204;Switzerland
10667;BLONP;3;12/09/1997 00:00:00;10/10/1997 00:00:00;19/09/1997 00:00:00;1;78,0900;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
10668;BLONP;3;15/09/1997 00:00:00;13/10/1997 00:00:00;23/09/1997 00:00:00;2;47,2200;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany
10669;BLONP;3;15/09/1997 00:00:00;13/10/1997 00:00:00;22/09/1997 00:00:00;1;24,3900;Simons bistro;Vinbæltet 34;Kobenhavn;;1734;Denmark
10670;BLONP;3;16/09/1997 00:00:00;14/10/1997 00:00:00;18/09/1997 00:00:00;1;203,4800;Frankenversand;Berliner Platz 43;München;;80805;Germany
10671;BLONP;3;17/09/1997 00:00:00;15/10/1997 00:00:00;24/09/1997 00:00:00;1;30,3400;France restauration;54, rue Royale;Nantes;;44000;France
10672;BLONP;3;17/09/1997 00:00:00;01/10/1997 00:00:00;26/09/1997 00:00:00;2;95,7500;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Sweden
10673;BLONP;3;18/09/1997 00:00:00;16/10/1997 00:00:00;19/09/1997 00:00:00;1;22,7600;Wilman Kala;Keskuskatu 45;Helsinki;;21240;Finland
10674;BLONP;1;18/09/1997 00:00:00;16/10/1997 00:00:00;30/09/1997 00:00:00;2;0,9000;Island Trading;Garden House Crowther Way;Cowes;Isle of Wight;PO31 7PJ;UK
10675;BLONP;3;19/09/1997 00:00:00;17/10/1997 00:00:00;23/09/1997 00:00:00;2;31,8500;Frankenversand;Berliner Platz 43;München;;80805;Germany
10676;BLONP;1;22/09/1997 00:00:00;20/10/1997 00:00:00;29/09/1997 00:00:00;2;2,0100;Tortuga Restaurante;Avda. Azteca 123;México D.F.;;05033;Mexico
10677;BLONP;1;22/09/1997 00:00:00;20/10/1997 00:00:00;26/09/1997 00:00:00;3;4,0300;Antonio Moreno Taquería;Mataderos  2312;México D.F.;;05023;Mexico
10678;BLONP;3;23/09/1997 00:00:00;21/10/1997 00:00:00;16/10/1997 00:00:00;3;388,9800;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
10679;BLONP;3;23/09/1997 00:00:00;21/10/1997 00:00:00;30/09/1997 00:00:00;3;27,9400;Blondel père et fils;24, place Kléber;Strasbourg;;67000;France
10680;PICCO;3;24/09/1997 00:00:00;22/10/1997 00:00:00;26/09/1997 00:00:00;1;26,6100;Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;USA
10681;BLONP;3;25/09/1997 00:00:00;23/10/1997 00:00:00;30/09/1997 00:00:00;3;76,1300;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;USA
10682;BLONP;3;25/09/1997 00:00:00;23/10/1997 00:00:00;01/10/1997 00:00:00;2;36,1300;Antonio Moreno Taquería;Mataderos  2312;México D.F.;;05023;Mexico
10683;BLONP;1;26/09/1997 00:00:00;24/10/1997 00:00:00;01/10/1997 00:00:00;1;4,4000;Du monde entier;67, rue des Cinquante Otages;Nantes;;44000;France
10684;BLONP;3;26/09/1997 00:00:00;24/10/1997 00:00:00;30/09/1997 00:00:00;1;145,6300;Ottilies Käseladen;Mehrheimerstr. 369;Köln;;50739;Germany
10685;BLONP;3;29/09/1997 00:00:00;13/10/1997 00:00:00;03/10/1997 00:00:00;2;33,7500;Gourmet Lanchonetes;Av. Brasil, 442;Campinas;SP;04876-786;Brazil
10686;BLONP;3;30/09/1997 00:00:00;28/10/1997 00:00:00;08/10/1997 00:00:00;1;96,5000;Piccolo und mehr;Geislweg 14;Salzburg;;5020;Austria
10687;FISSA;3;30/09/1997 00:00:00;28/10/1997 00:00:00;30/10/1997 00:00:00;2;296,4300;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland
10688;BLONP;3;01/10/1997 00:00:00;15/10/1997 00:00:00;07/10/1997 00:00:00;2;299,0900;Vaffeljernet;Smagsloget 45;Århus;;8200;Denmark
10689;BLONP;3;01/10/1997 00:00:00;29/10/1997 00:00:00;07/10/1997 00:00:00;2;13,4200;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Sweden
10690;DRACD;3;02/10/1997 00:00:00;30/10/1997 00:00:00;03/10/1997 00:00:00;1;15,8000;Hanari Carnes;Rua do Paço, 67;Rio de Janeiro;RJ;05454-876;Brazil
